_key,id,positive ratings,negative ratings,total reviews,rating percentage,info/0/id,info/0/category,info/0/cover,info/0/first_release_date,info/0/platforms/0,info/0/platforms/1,info/0/slug,info/0/summary,info/0/url,info/0/aggregated_rating,info/0/aggregated_rating_count,info/0/game_engines/0,info/0/game_modes/0,info/0/game_modes/1,info/0/game_modes/2,info/0/involved_companies/0,info/0/involved_companies/1,info/0/involved_companies/2,info/0/involved_companies/3,info/0/involved_companies/4,info/0/multiplayer_modes/0,info/0/multiplayer_modes/1,info/0/multiplayer_modes/2,info/0/multiplayer_modes/3,info/0/platforms/2,info/0/platforms/3,info/0/platforms/4,info/0/platforms/5,info/0/platforms/6,info/0/platforms/7,info/0/platforms/8,info/0/platforms/9,info/0/player_perspectives/0,info/0/storyline,info/0/game_localizations/0,info/0/game_localizations/1,info/0/game_modes/3,info/0/status,info/0/involved_companies/5,info/0/involved_companies/6,info/0/involved_companies/7,info/0/involved_companies/8,info/0/platforms/10,info/0/platforms/11,info/0/platforms/12,info/0/platforms/13,info/0/platforms/14,info/0/player_perspectives/1,info/0/player_perspectives/2,info/0/remakes/0,info/0/game_engines/1,info/0/game_engines/2,info/0/platforms/15,info/0/remasters/0,info/0/game_engines/3,info/0/remasters/1,info/0/player_perspectives/3
Rusty's Retirement,278251,"7,696",269,"7,965",93.50%,278251,0,352054,1714089600,6,14,rustys-retirement,Rusty's Retirement is an idle-farming simulator designed to sit at the bottom of your screen allowing you to work on other tasks while caring for your farm.,https://www.igdb.com/games/rustys-retirement,,,,1,,,263911,,,,,,,,,,,,,,,,,3,"Grow crops:
Plant crops and watch Rusty get to work as he waters, nurtures, and harvests. Unlock new crops as you progress, from crispy carrots to ripe tomatoes.

Produce biofuel:
Use crops to produce clean and energy-efficient biofuel, a vital robot power source. Sell biofuel to other machine inhabitants and reinvest the money into expanding your farm.

Automate with robots:
Deploy a team of cute little robots to assist with planting, watering, and harvesting. Customize and upgrade your helper bots to increase efficiency.

Multitasking:
Rusty's Retirement is built to sit comfortably at the bottom of your screen allowing you to do other tasks while caring for your farm. Zoom in or out for a less distracting view, or alternatively turn on 'Focus Mode' which slows down crop production.

Vertical mode:
You can also create a new vertical farm that it sits comfortably at the side of your screen.

Twitch Integration available:
Streamers and viewers can build a farm together. Viewers can control what task their robot should focus on through chat commands like !plant !water !harvest.",,,,,,,,,,,,,,,,,,,,,,,
Bastion,1983,"35,287","1,700","36,987",93.49%,1983,0,81127,1311120000,3,6,bastion,"A hack-and-slash RPG featuring a reactive narrator, various unlockable weapons, weapon upgrades, practice mini-games and optional difficulty modifiers, set in an imaginary world in the aftermath of an uncertain apocalypse, in which the player embodies a teenager with a troubled past as he and the narrator work together to rebuild the world out of a persisting hub called the Bastion.",https://www.igdb.com/games/bastion,90.25,11,103,1,,,223543,223544,223545,,,,,,,12,14,39,46,48,49,130,,3,"The game takes place in the aftermath of the Calamity, a catastrophic event that suddenly fractured the city of Caelondia as well as the surrounding areas of the game's world into many floating pieces, disrupting its ecology and reducing most of its people to ash. Players take control of the Kid, a silent protagonist who awakens on one of the few remaining pieces of the old world and sets off for the eponymous Bastion, where everyone was supposed to go in troubled times. The only survivor he meets there is an elderly man named Rucks, the game's narrator, who instructs him to collect the Cores that once powered Caelondia. A device in the Bastion can use the power of the crystalline Cores to create landmasses and structures, as well as enable the Kid to travel farther afield via ""skyways"" that propel him through the air.

During his quest, the Kid meets two more survivors: Zulf, an ambassador from the Ura, underground-dwelling people with whom Caelondia was once at war; and Zia, an Ura girl who was raised in Caelondia. Both of them return to the Bastion, but upon reading a journal that the Kid discovers, Zulf intentionally damages parts of the Bastion's central device (the monument) and returns to Ura territory. The Kid learns that the journal belonged to Zia's father, Venn, who had worked for the Caelondians. He had helped Caelondian scientists (""Mancers"") build a weapon intended to destroy the Ura completely to prevent another war. Venn rigged the weapon to backfire, so that when he was finally forced to trigger it, the resulting Calamity destroyed most of Caelondia as well.

To repair Zulf's damage to the Bastion, the Kid starts collecting Shards, a lesser form of Cores. As he obtains the penultimate shard needed, the Ura attack the Bastion, damaging it and abducting Zia. In the next seven days, The Kid engages in sporadic skirmishes in Ura territory. When he finally blasts through an Ura outpost and meets Zia, she tells him that she had left with the Ura voluntarily to find out their intentions; Rucks had previously told Zia that the Bastion had the ability to somehow fix the Calamity. The Kid travels to the once-underground Ura homeland to retrieve the last shard. There, he discovers Zulf being attacked by his own people: the battle with Kid has devastated the Ura forces, and they blame Zulf for bringing the Kid to their home. The Kid can choose to drop his weapon to help Zulf or leave him. If he leaves Zulf behind, the Kid destroys the remnants of the Ura and escapes through a skyway. If he chooses to carry Zulf, Ura archers initially open fire on them but ultimately cease fire and watch silently as the Kid and Zulf take the skyway back to the Bastion.

After the Kid returns and recovers, Rucks gives him another choice: He can have the Bastion rewind time to before the Calamity in the hopes of preventing it, or use it to evacuate the survivors and move on to somewhere safe. Rucks is unsure if there is any way to prevent the Calamity from reoccurring if the time is rewound, as there was no way to test the process. The game ends either way, showing images of the characters (with the inclusion of Zulf if the player chose to rescue him) flying away or of their lives before the Calamity along with the credits. In the New Game+ mode, which is unlocked after beating the game once, it is hinted that restoring the world didn't prevent the Calamity.",,,,,,,,,,,,,,,,,595,1107,,,1180,,
Tsuki ni Yorisou Otome no Sahou,86174,"3,179",76,"3,255",93.49%,86174,0,218142,1655424000,6,,tsuki-ni-yorisou-otome-no-sahou,,https://www.igdb.com/games/tsuki-ni-yorisou-otome-no-sahou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARK SOULS™ III,11133,"371,248","22,041","393,289",93.48%,11133,0,87279,1458777600,6,48,dark-souls-iii,"Dark Souls III is an action role-playing game developed by FromSoftware and published by Bandai Namco Entertainment. Released in March 2016, it is the fourth entry in the Souls series and the final instalment in the Dark Souls trilogy. Set in the decaying kingdom of Lothric, players take on the role of the ""Ashen One,"" an undead warrior tasked with rekindling the First Flame to prevent the world from falling into darkness.

The game features challenging combat, intricate level design, and a deep, lore-rich narrative.",https://www.igdb.com/games/dark-souls-iii,86.07692307692308,29,,1,2,3,25021,86770,,,,8036,,,,49,,,,,,,,2,"Set in the Kingdom of Lothric, a bell has rung to signal that the First Flame, responsible for maintaining the Age of Fire, is dying out. As has happened many times before, the coming of the Age of Dark produces the undead: cursed beings that rise after death. The Age of Fire can be prolonged by linking the fire, a ritual in which great lords and heroes sacrifice their souls to rekindle the First Flame. However, Prince Lothric, the chosen linker for this age, abandoned his duty and decided to watch the flame die from afar. The bell is the last hope for the Age of Fire, resurrecting previous Lords of Cinder (heroes who linked the flame in past ages) to attempt to link the fire again; however, all but one Lord shirk their duty. Meanwhile, Sulyvahn, a sorcerer from the Painted World of Ariandel, wrongfully proclaims himself Pontiff and seizes power over Irithyll of the Boreal Valley and the returning Anor Londo cathedral from Dark Souls as a tyrant.

The Ashen One, an Undead who failed to become a Lord of Cinder and thus called an Unkindled, rises and must link the fire by returning Prince Lothric and the defiant Lords of Cinder to their thrones in Firelink Shrine. The Lords include the Abyss Watchers, a legion of warriors sworn by the Old Wolf's Blood which linked their souls into one to protect the land from the Abyss and ultimately locked in an endless battle between each other; Yhorm the Giant, who sacrificed his life for a nation conquered by his ancestor; and Aldrich, who became a Lord of Cinder despite his ravenous appetite for both men and gods. Lothric was raised to link the First Flame but neglected his duties and chose to watch the fire fade instead.

Once the Ashen One succeeds in returning Lothric and the Lords of Cinder to their thrones, they travel to the ruins of the Kiln of the First Flame. There, they encounter the Soul of Cinder, an amalgamation of all the former Lords of Cinder. Upon defeat, the player can attempt to link the fire or access three other optional endings unlocked by the player's in-game decisions. These include summoning the Fire Keeper to extinguish the flame and begin an age of Dark or killing her in a sudden change of heart. A fourth ending consists of the Ashen One taking the flame for their own, becoming the Lord of Hollows.",1602,1665,,,,,,,,,,,,,,,,,,,,,
Little Nightmares,9174,"98,971","5,369","104,340",93.47%,9174,0,82134,1493337600,6,34,little-nightmares,"Little Nightmares is a puzzle-platform horror adventure game developed by Tarsier Studios and published by Bandai Namco Entertainment. Set in a mysterious world, Little Nightmares follows the journey of Six, a hungry little girl who must escape the Maw, an iron vessel inhabited by monstrous, twisted beings.",https://www.igdb.com/games/little-nightmares,77.72222222222223,21,6,1,,,231437,231438,,,,,,,,39,48,49,130,170,,,,2,Hunger is an adventure-suspense game about a girl named Six and her attempts to escape the strange world of The Maw.,4661,,,,,,,,,,,,,4,,,,,,,,,
Rusty Lake: Roots,25222,"6,869",234,"7,103",93.47%,25222,0,185047,1476921600,6,14,rusty-lake-roots,James Vanderboom's life drastically changes when he plants a special seed in the garden of the house he has inherited. Expand your bloodline by unlocking portraits in the tree of life.,https://www.igdb.com/games/rusty-lake-roots,,,,1,,,41191,,,,,,,,,34,39,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Beacon Pines,143113,"2,847",64,"2,911",93.47%,143113,0,250197,1663804800,6,49,beacon-pines,"Beacon Pines is a cute and creepy adventure game within a magical storybook. You play as both the reader of the book and its main character, Luka. Explore the town to find word charms. Use your charms to change the course of fate!",https://www.igdb.com/games/beacon-pines,85,1,13,1,,,185558,188909,,,,,,,,130,169,,,,,,,3,"A cute and creepy adventure in a mysterious book, where you play both as the reader of the book and its protagonist. Luka is a young boy just trying to survive the summer, but something's afoot in Beacon Pines and he and his friends are the only ones taking notice. Sneak out late, make new friends, uncover hidden truths, and discover charms that can change the course of fate!",,,,,,,,,,,,,,,,,,,,,,,
Mindustry,83368,"19,173",847,"20,020",93.45%,83368,0,130003,1508198400,3,6,mindustry,"Mindustry is a hybrid tower-defense sandbox factory game. Create elaborate supply chains of conveyor belts to feed ammo into your turrets, produce materials to use for building, and defend your structures from waves of enemies. Features include a map editor, numerous built-in maps, cross-platform multiplayer, and large-scale PvP unit battles.",https://www.igdb.com/games/mindustry,,,747,1,2,3,85722,,,,,,,,,14,34,39,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
OpenTTD,18074,"12,373",499,"12,872",93.45%,18074,8,77061,1079222400,3,6,openttd,"OpenTTD is a business simulation game initially developed by Ludvig Strigeus in which players earn money by transporting passengers and cargo via road, rail, water, and air. It is an open-source remake and expansion of the 1995 Chris Sawyer video game Transport Tycoon Deluxe.

Connect industries and cities on procedurally-generated maps of up to 4096 x 4096 tiles by building a network of roads, railways, docks, and airports. Navigate dense city streets, cross oceans and rivers, and conquer high mountains in one of four climates.

Work alone or with friends to complete production chains and transport finished goods to towns. Assemble a fleet of hundreds of vehicles, transferring cargo as needed in an interconnected, multimodal network with optional cargo destinations.

Keep up with technological improvements through the years as towns grow; new modes of transport are invented; and industries appear, change production, or fail. Expand stations and build network capacity to keep up with demand and avoid delays.

Customize your OpenTTD experience via community-made mods downloaded through an in-game content service, including real-world vehicles, new industry sets, custom scenarios, and more.

OpenTTD is free and open-source software, licensed under the GNU General Public License version 2.0. OpenTTD is under ongoing development. OpenTTD is not an abbreviation of anything.",https://www.igdb.com/games/openttd,,,,1,2,3,,,,,,13900,13901,13902,,14,34,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
S.T.A.L.K.E.R.: Call of Pripyat,7605,"27,276","1,281","28,557",93.44%,7605,0,266947,1254441600,6,48,s-dot-t-a-dot-l-k-dot-e-r-dot-call-of-pripyat,"The events of S.T.A.L.K.E.R.: Call of Pripyat unfold shortly after the end of S.T.A.L.K.E.R.: Shadow of Chernobyl. Having discovered about the open path to the Zone center, the government decides to hold a large-scale military ""Fairway"" operation aimed to take the CNPP under control.

According to the operation's plan, the first military group is to conduct an air scouting of the territory to map out the detailed layouts of anomalous fields location. Thereafter, making use of the maps, the main military forces are to be dispatched. Despite thorough preparations, the operation fails. Most of the avant-garde helicopters crash. In order to collect information on reasons behind the operation failure, Ukraine's Security Service sends their agent into the Zone center.

From now on, everything depends on you.",https://www.igdb.com/games/s-dot-t-a-dot-l-k-dot-e-r-dot-call-of-pripyat,78.66666666666667,4,74,1,2,,18011,18012,18013,18014,18015,21388,,,,49,,,,,,,,1,,,,,,18016,,,,,,,,,,,,,,,,,,
